objectid,title,date,date_is_approximate,description,location,latitude,longitude,subject,source,identifier,donor,format_original,type,format,language,rights,rightsstatement,display_template,filename,object_location,image_small,image_thumb
cities1148,Dirt Road,1905,yes,Dirt Road leading into the town of Bovill.,Bovill,46.859604,-116.393459,roads; houses,"LCHS Photograph Collection, Latah County Historical Society, Moscow, Idaho, https://www.latahcountyhistoricalsociety.org/",02-01-2002,,postcards,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available for digital preservation by the Latah County Historical Society. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities1148.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities1148.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities1148_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities1148_th.jpg
cities1150,Bovill Hotel and the Tamaki Cabin,1908,,Bovill Hotel before the store (on right) was added on to it. Tamaki Cabin on the left.,Bovill,46.859604,-116.393459,businesses; hotels; cabins; trees,"LCHS Photograph Collection, Latah County Historical Society, Moscow, Idaho, https://www.latahcountyhistoricalsociety.org/",02-02-2001,,black and white photographs,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available for digital preservation by the Latah County Historical Society. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities1150.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities1150.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities1150_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities1150_th.jpg
cities1151,People on Main Street before the 1914 Fire,1915,yes,"Bovill Main Street, lined with stores, before the fire of 1914.",Bovill,46.859604,-116.393459,businesses; streets,"LCHS Photograph Collection, Latah County Historical Society, Moscow, Idaho, https://www.latahcountyhistoricalsociety.org/",02-02-2003,,black and white photographs,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available for digital preservation by the Latah County Historical Society. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities1151.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities1151.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities1151_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities1151_th.jpg
cities1152,Snow on Bovill's Main Street,1915,yes,"Bovill Main Street, lined with stores and with some snow on the ground.",Bovill,46.859604,-116.393459,businesses; streets,"LCHS Photograph Collection, Latah County Historical Society, Moscow, Idaho, https://www.latahcountyhistoricalsociety.org/",02-02-2004,Mike Fritz,black and white photographs,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available for digital preservation by the Latah County Historical Society. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities1152.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities1152.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities1152_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities1152_th.jpg
cities1153,Main Street Before the 1914 Fire,1915,yes,"Bovill Main Street, lined with stores, before the fire of 1914.",Bovill,46.859604,-116.393459,businesses; streets,"LCHS Photograph Collection, Latah County Historical Society, Moscow, Idaho, https://www.latahcountyhistoricalsociety.org/",02-02-2002,,black and white photographs,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available for digital preservation by the Latah County Historical Society. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities1153.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities1153.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities1153_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities1153_th.jpg
cities1154,People Standing at Store Fronts on Main Street,1915,,Bovill Main Street with people standing at the entrances of the stores.,Bovill,46.859604,-116.393459,businesses; streets; men,"LCHS Photograph Collection, Latah County Historical Society, Moscow, Idaho, https://www.latahcountyhistoricalsociety.org/",02-02-2005,Becky Kellom,black and white photographs,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available for digital preservation by the Latah County Historical Society. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities1154.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities1154.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities1154_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities1154_th.jpg
cities1159,Bovill Ranch,1905,yes,Meadow near west end of Pine Street with houses in the distance.,Bovill,46.860288,-116.396611,ranch houses; meadows,"LCHS Photograph Collection, Latah County Historical Society, Moscow, Idaho, https://www.latahcountyhistoricalsociety.org/",02-01-001a,,color photographs,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available for digital preservation by the Latah County Historical Society. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities1159.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities1159.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities1159_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities1159_th.jpg
cities1161,Stores Line Bovill's Main Street,1907,yes,A view of Bovill's Main Street lined with stores.,Bovill,46.859604,-116.393459,streets; businesses,"LCHS Photograph Collection, Latah County Historical Society, Moscow, Idaho, https://www.latahcountyhistoricalsociety.org/",02-02-2012,,postcards,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available for digital preservation by the Latah County Historical Society. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities1161.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities1161.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities1161_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities1161_th.jpg
cities1162,Downtown Bovill,1907,yes,"A view of downtown Bovill on Main Street, including a hotel and a block of stores.",Bovill,46.859604,-116.393459,streets; businesses,"LCHS Photograph Collection, Latah County Historical Society, Moscow, Idaho, https://www.latahcountyhistoricalsociety.org/",02-02-2013,,postcards,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available for digital preservation by the Latah County Historical Society. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities1162.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities1162.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities1162_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities1162_th.jpg
cities1164,Bovill Store,1905,yes,Interior of the Bovill Store with goods stocked behind the counter.,Bovill,46.859604,-116.393459,businesses,"LCHS Photograph Collection, Latah County Historical Society, Moscow, Idaho, https://www.latahcountyhistoricalsociety.org/",02-03-2002,,color photographs,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available for digital preservation by the Latah County Historical Society. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities1164.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities1164.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities1164_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities1164_th.jpg
cities1166,Women on the Porch of the Bovill Hotel,1910,yes,"Women stand on the front porch of the Bovill Hotel, surrounded by trees.",Bovill,46.859604,-116.393459,businesses; hotels; trees,"LCHS Photograph Collection, Latah County Historical Society, Moscow, Idaho, https://www.latahcountyhistoricalsociety.org/",02-03-2003,,postcards,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available for digital preservation by the Latah County Historical Society. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities1166.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities1166.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities1166_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities1166_th.jpg
cities1167,Bovill Hotel Parlor,1910,yes,Interior view of the Bovill Hotel Parlor.,Bovill,46.859604,-116.393459,hotels,"LCHS Photograph Collection, Latah County Historical Society, Moscow, Idaho, https://www.latahcountyhistoricalsociety.org/",02-03-2004,,black and white photographs,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available for digital preservation by the Latah County Historical Society. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities1167.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities1167.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities1167_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities1167_th.jpg
cities1168,Chapin Cedar Yard,1910,yes,"Men working in the Chapin Cedar Pole Yard, surrounded by logs.",Bovill,46.859604,-116.393459,men; poles; log,"LCHS Photograph Collection, Latah County Historical Society, Moscow, Idaho, https://www.latahcountyhistoricalsociety.org/",02-03-2006,,black and white photographs,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available for digital preservation by the Latah County Historical Society. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities1168.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities1168.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities1168_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities1168_th.jpg
cities1169,Chapin Cedar Yard Fire,1910,yes,Fire in the Bovill Chapin Cedar Pole Yard.,Bovill,46.859604,-116.393459,fires,"LCHS Photograph Collection, Latah County Historical Society, Moscow, Idaho, https://www.latahcountyhistoricalsociety.org/",02-03-2007,,black and white photographs,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available for digital preservation by the Latah County Historical Society. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities1169.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities1169.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities1169_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities1169_th.jpg
